"day","month","temp_min","temp_max"
1,"January",-5.22580888555506,-0.74335154058167
2,"January",-10.2967499415193,0.0445624560169051
3,"January",-12.6394563424449,-6.93783044641306
4,"January",-5.71847278291971,0.695083040872958
5,"January",-12.5470071873778,-9.22266888737524
6,"January",-8.55882116222285,-0.808031828200864
7,"January",-11.1038264127037,-4.37746534822013
8,"January",-16.6083294179284,3.45189339429207
9,"January",-13.7255930439285,1.16841210797078
10,"January",-8.15299250304938,-0.931964110887909
11,"January",-10.7726587294938,0.904940917240584
12,"January",-14.0385227558279,-7.55964363970737
13,"January",-11.213323647841,-5.62095706137343
14,"January",-4.75261458815783,0.0068706986326621
15,"January",-7.14527728794682,-2.16054921459375
16,"January",-13.2466812414082,-8.91117516219173
17,"January",-12.5366685037006,-1.77800509833585
18,"January",-9.93794284114985,-2.20657524495255
19,"January",-13.3129668846861,4.5743200581936
20,"January",-14.7017088074865,-5.32624576159178
21,"January",-14.9069977838303,-3.6999346114849
22,"January",-4.96885320551492,-7.12772849652115
23,"January",-13.8241909265572,-7.6468236031362
24,"January",-10.4321864231989,-8.09464275374825
25,"January",-16.3640755355737,-4.18575584406882
26,"January",-5.1418773956721,4.65326114092773
27,"January",-9.50274816094959,0.621513858530584
28,"January",-17.5661066804011,-0.263035057384588
29,"January",-13.321179701162,-7.86897063118
30,"January",-17.3940040962756,-5.54749220390563
31,"January",-10.8260807532861,-6.56018077584962
