"day","month","temp_min","temp_max"
1,"January",-14.2957372348958,-0.329509131754879
2,"January",-5.69133959902452,1.82001519659392
3,"January",-12.904949323943,-1.19554230762672
4,"January",-16.0365244337722,-0.895689147539456
5,"January",-13.7983742445073,-4.0974546313072
6,"January",-11.1951925424294,-6.11158891289206
7,"January",-16.656102098437,0.239493595184508
8,"January",-16.9702408378113,-4.00425311417185
9,"January",-15.8325925455697,-0.198742382161263
10,"January",-12.1350549443363,-8.02985341398329
11,"January",-7.02173877839864,2.37258117317683
12,"January",-11.5171200326155,-0.0990273316970078
13,"January",-15.0267383509751,0.200808675266912
14,"January",-10.7348204309148,-3.32183202700375
15,"January",-10.6622118818511,2.48686815183943
16,"January",-13.462024326361,-4.32861767343485
17,"January",-6.00196529138273,-3.19813208500942
18,"January",-12.720628577796,-0.0410678692444542
19,"January",-15.3283254880496,-3.16419985083895
20,"January",-12.2006120255983,-6.48916243664221
21,"January",-13.2042674307737,2.82605614667405
22,"January",-12.6933017996905,1.15246402742424
23,"January",-20.0490476058503,-0.981624462438768
24,"January",-11.2656109353498,-5.39996132400143
25,"January",-11.751956905666,-5.38540610330027
26,"January",-13.5246287405752,-5.92198646366176
27,"January",-10.8674405077381,-2.92364808847879
28,"January",-11.5685829043346,-1.65324960756196
29,"January",-7.75604132475288,2.48315202160004
30,"January",-12.7025749191739,-4.79691295423475
31,"January",-13.3573016757617,-2.00960771570167
