"day","month","temp_min","temp_max"
1,"January",-13.7121555301957,1.47243108160815
2,"January",-13.1569011495835,0.764851886856588
3,"January",-8.69095692760667,-1.00368574306115
4,"January",-14.6421146336213,-4.9952450349256
5,"January",-11.6289736609076,-4.44333634998285
6,"January",-15.8077194125273,-2.14736753958723
7,"January",-15.7630878708212,0.897417292985185
8,"January",-8.58076859499095,-3.51261844946212
9,"January",-6.32865819242273,-5.013648482407
10,"January",-7.35944290667195,-1.68833566511525
11,"January",-10.3542096365903,1.79343350525691
12,"January",-9.23047399146929,1.72115995195623
13,"January",-11.3700179414858,-6.45929820512938
14,"January",-12.3738938951946,-1.01563655347748
15,"January",-13.9667928141566,-6.41241362658067
16,"January",-10.2603709533304,-3.898249693021
17,"January",-10.2623767236325,4.96776923255443
18,"January",-12.5293004644486,-3.29239702383833
19,"January",-11.3178960939139,-1.16194263889888
20,"January",-7.29199902055177,-3.91105593697592
21,"January",-15.757231848705,-5.17667101990994
22,"January",-9.77722395169798,-4.61164956007819
23,"January",-12.097860065109,-0.805613968476398
24,"January",-9.33722697784686,-1.38188724958363
25,"January",-12.1615479814372,-1.34246904047884
26,"January",-10.980385333328,-7.16517599127164
27,"January",-15.0539259621838,-6.94526739402546
28,"January",-9.5370533687484,-4.80506977805096
29,"January",-13.5692257304382,-6.37377848034157
30,"January",-12.6314496934957,-1.4800663048667
31,"January",-13.1540824758484,-1.76593508508754
