"day","month","temp_min","temp_max"
1,"January",-5.47770555068401,0.668751854183608
2,"January",-11.188763272636,-1.2547985113583
3,"January",-16.1236909562661,1.78624695546788
4,"January",-17.4318799547024,-1.79855781649427
5,"January",-13.8389748029039,3.82712415948292
6,"January",-11.2515413090754,-0.752948471772334
7,"January",-11.6479179595828,-2.77305610499495
8,"January",-12.0981693239092,3.0116214631042
9,"January",-10.2180492089141,4.11256681455088
10,"January",-11.0325875662624,-1.48434563970357
11,"January",-12.4086936794289,-1.1722641641307
12,"January",-10.6186264919127,-0.607148154767108
13,"January",-8.51581150178483,0.989400256658439
14,"January",-14.7416959862329,2.12070330663977
15,"January",-16.7000989269131,-3.32767448741278
16,"January",-15.1859099123736,-5.87274310055939
17,"January",-14.6879922526224,-4.71881651430324
18,"January",-10.8623724662452,1.3162030831672
19,"January",-15.9332896908819,0.468738583980877
20,"January",-8.76965127124997,-2.35365309912295
21,"January",-6.13870105133462,2.64972350157551
22,"January",-10.5752907039357,-3.81181489586147
23,"January",-8.26467626437175,3.62010076573724
24,"January",-4.64713861930051,1.28901398269337
25,"January",-12.2191808511926,-2.68129184486568
26,"January",-7.71058638949328,2.64242009546893
27,"January",-13.1691364921577,-3.87228117479167
28,"January",-12.2865342095749,2.61433405878329
29,"January",-8.92603687184182,-0.373361748981318
30,"January",-18.372350415933,-2.00347584730316
31,"January",-13.0776415208566,1.78485226291918
