"day","month","temp_min","temp_max"
1,"January",-5.81353830681682,-7.67681919815476
2,"January",-17.0833699858662,1.59816912029968
3,"January",-10.1347940366257,1.43176296172648
4,"January",-10.853454003464,-7.17811095336983
5,"January",-13.432756367412,-5.72183505243161
6,"January",-8.22585512748295,-6.2543964143176
7,"January",-13.5114121340238,0.799010460090651
8,"January",-11.8537823912059,0.0738913208453975
9,"January",-3.80521057814902,-4.54916938059644
10,"January",-9.51658652485752,-3.95214927060234
11,"January",-12.1427551816705,-1.08305245460771
12,"January",-15.349668500391,-2.79448774692818
13,"January",-10.281652100588,-0.922054556745721
14,"January",-10.618625410473,-3.35762113644414
15,"January",-10.83959877085,-0.786945218281338
16,"January",-10.3726362753573,0.543011538071759
17,"January",-10.1905895614613,1.18887062715491
18,"January",-10.0462542346072,-1.58561051061024
19,"January",-10.7510330619034,-5.66825349098759
20,"January",-10.0575447436307,5.45637240748811
21,"January",-12.9060275991172,-6.71490988572069
22,"January",-13.1544093198012,-2.11886243583542
23,"January",-10.0403846831074,-4.7835982237815
24,"January",-14.9659839513484,-5.72716935824106
25,"January",-13.7704049686349,-3.33920850748026
26,"January",-14.812001817792,-7.04000637467946
27,"January",-9.48651077168171,2.77581653255279
28,"January",-13.2781443659128,1.63860937427073
29,"January",-15.7090971864607,-0.351338964925066
30,"January",-7.28850197379107,-4.58557799775554
31,"January",-10.6973052516369,-1.17610170392926
