"day","month","temp_min","temp_max"
1,"January",-9.62623023391198,-2.70675477990082
2,"January",-14.4744371646622,-3.03429473150528
3,"January",-15.0954989881115,0.0705404021139486
4,"January",-13.0103351085918,-1.49403412002391
5,"January",-19.086295940371,-2.43139528223131
6,"January",-14.305898535273,0.136115183768359
7,"January",-9.07056609228347,-1.60711681591125
8,"January",-12.5837065561022,-2.98502508638086
9,"January",-17.2832465445022,-3.92992606913127
10,"January",-13.5058564024437,-3.89412277138713
11,"January",-14.3240070299571,-1.20004337124685
12,"January",-10.8609871086425,2.20842710362921
13,"January",-10.6877486279257,-0.553398218359058
14,"January",-15.3980915532695,-5.05303391192315
15,"January",-12.4621358676311,-0.303457188954826
16,"January",-5.99159208398549,-5.39143591587657
17,"January",-10.6403462526562,-2.92519325005478
18,"January",-9.75276064452377,-2.93063010676493
19,"January",-6.56952590771717,-4.88006931492744
20,"January",-13.6454685734384,-5.88152094145937
21,"January",-8.0222210035815,-2.37507670946556
22,"January",-6.04725219515958,1.09948319317525
23,"January",-14.7922591696421,0.0317628840980126
24,"January",-11.0515608742438,-1.94479975452602
25,"January",-9.57543491912631,2.0481769974741
26,"January",-15.3474215803243,-6.99010448087958
27,"January",-8.9727658192386,0.788102848387269
28,"January",-8.68169628104945,-5.64916233200098
29,"January",-16.6224971223831,-3.3602735581358
30,"January",-13.1349928069526,-4.65130299583663
31,"January",-11.4236123022433,-1.85835680489664
