"day","month","temp_min","temp_max"
1,"January",-9.45067435113804,-0.653151312963077
2,"January",-12.95625386732,-2.06359991313689
3,"January",-15.5997127439326,-5.79932773291167
4,"January",-12.0769515962439,-7.31178313314374
5,"January",-14.1377622095497,-4.13551007771756
6,"January",-18.6927393327205,1.10099817072305
7,"January",-13.1659351151631,1.82609701519653
8,"January",-12.7517245388594,-2.5395636372482
9,"January",-16.8419481135526,-6.94265352744476
10,"January",-10.4724925912159,1.57389034289461
11,"January",-15.2064960469477,1.2872973384747
12,"January",-13.2602658695067,7.15383323423202
13,"January",-9.82908209469193,-1.35515047728906
14,"January",-8.63822626400074,-1.93783340939558
15,"January",-12.9878783948405,-1.76130353109536
16,"January",-8.82921540948666,-4.30833695400966
17,"January",-10.7752702793545,-1.04335532469592
18,"January",-11.2206149713743,-3.92460918469626
19,"January",-6.49881638885451,-6.9862638834889
20,"January",-5.76322366670404,-0.223397909547272
21,"January",-13.005615873922,-0.387249378775556
22,"January",-5.11058599427219,0.940357492023328
23,"January",-5.36835140531151,0.129946001491733
24,"January",-12.4303165741359,0.449950077922664
25,"January",-8.79172747824487,4.05490107855888
26,"January",-12.9920671571398,-0.344214290696136
27,"January",-13.7194297956945,-2.77247766170481
28,"January",-10.5260744351256,-3.59241150889961
29,"January",-11.5929163708607,-6.01287871371522
30,"January",-11.8009329992121,-1.95919205647948
31,"January",-11.0281123582022,3.70878022331812
