"day","month","temp_min","temp_max"
1,"January",-10.6064606052359,-3.1938716710832
2,"January",-12.3704459315715,2.10855898477041
3,"January",-13.9301884042868,1.40346933187692
4,"January",-21.2870667959161,-6.16382655745373
5,"January",-14.9670642102424,-0.881803078091036
6,"January",-9.13070039476168,-2.19093200724929
7,"January",-8.32915265882593,-3.20099903591892
8,"January",-4.27273432478036,0.565759467964565
9,"January",-16.03943136426,-2.99630696627364
10,"January",-16.0835391183054,-0.697039828378153
11,"January",-7.48926946537016,-1.55899215497814
12,"January",-15.9830797480415,0.347554576260002
13,"January",-15.9932900265547,0.773970434805431
14,"January",-15.7158752704814,-1.50486363595745
15,"January",-15.1526393402852,-2.3726216681764
16,"January",-17.1297513277072,-1.76626716857056
17,"January",-6.22848882773406,-2.01696205722916
18,"January",-12.6715030698915,-3.5848337837064
19,"January",-8.21405483004237,-3.37369005718033
20,"January",-7.14005152213848,-0.967784403622238
21,"January",-13.0939225772307,-4.10983385713895
22,"January",-14.1375865405263,-4.40979874658537
23,"January",-10.9162475203618,-2.75528628387406
24,"January",-14.422109727069,1.29687713871967
25,"January",-10.6485251582819,-1.45925345459788
26,"January",-11.4034158159615,-0.832378789560841
27,"January",-11.5962772170726,-0.115380028413997
28,"January",-14.9388272129081,-3.95904570648875
29,"January",-14.3581485845244,-2.83548143789606
30,"January",-13.3222758931467,-3.77964074350725
31,"January",-10.3446991778158,-6.5257296059148
