"day","month","temp_min","temp_max"
1,"January",-11.8565923855081,-2.0976539987284
2,"January",-13.7152163526135,-2.78703738920173
3,"January",-11.2397069675113,3.4856401955622
4,"January",-7.96618424897468,-6.21309537930914
5,"January",-9.0809582248543,-11.9288708418579
6,"January",-15.7790517391764,-4.07987799094471
7,"January",-13.200879642712,-6.04170552346318
8,"January",-14.0413995686726,-2.05891534169199
9,"January",-13.1501485250214,-0.391734377557513
10,"January",-9.50632671505324,-4.86286444697298
11,"January",-12.1059447364154,-3.64932430430561
12,"January",-11.1683399142002,-1.94651255135912
13,"January",-15.1778170216071,-2.28075237857501
14,"January",-12.6131905373836,-1.87473014978291
15,"January",-17.8427654489393,-8.43742289230791
16,"January",-14.7991043506309,-1.34035478551664
17,"January",-10.4459040603544,-0.407148903654809
18,"January",-11.3201677834454,-5.73369588817068
19,"January",-11.4022957801638,-3.20238211666986
20,"January",-15.8964120287709,-2.35187553108114
21,"January",-16.5540217125114,0.351260355167681
22,"January",-15.665002173528,3.05289061278867
23,"January",-15.5911023848789,-2.63218165487375
24,"January",-12.1691407857869,-2.24326667976381
25,"January",-14.140405219351,-6.03580529306277
26,"January",-8.03025559636972,-7.95433049143788
27,"January",-12.4507609215945,-1.97692876016703
28,"January",-6.14380634669459,1.44964003653427
29,"January",-11.2264233713305,2.3104408851189
30,"January",-9.53782224929902,1.56306219657778
31,"January",-12.6152012160961,-3.92106877241553
