"day","month","temp_min","temp_max"
1,"January",-12.4188974171456,-0.729835978279672
2,"January",-16.0143016764586,1.118737160586
3,"January",-12.3457486614556,-2.0524131018641
4,"January",-12.9834976776454,-1.24613418233873
5,"January",-12.8880103471008,-1.66169022709654
6,"January",-16.3265729921853,-0.642946223841386
7,"January",-8.83967077878858,-0.386871999749141
8,"January",-12.1999461162715,-0.81378345717442
9,"January",-11.7652468492725,-0.879616750393198
10,"January",-14.9667404568967,-1.64371674323222
11,"January",-14.8082947316368,-2.77930392438109
12,"January",-11.8738804937134,0.0808924205075594
13,"January",-9.30590619297284,-2.28673054602541
14,"January",-10.4842268629418,1.62704301221139
15,"January",-8.89418537328061,-6.64701897411011
16,"January",-12.0088695154793,-1.79017116991149
17,"January",-15.0096381784978,-1.94874669045391
18,"January",-14.381866357553,1.58872805978626
19,"January",-12.3627833701197,1.72350616061018
20,"January",-13.9921353868051,-0.475676749843424
21,"January",-7.58212120112128,-3.21884411507602
22,"January",-9.11315151296379,-4.17335525535392
23,"January",-15.6205140274556,-0.0265852578667696
24,"January",-11.0055994145696,-2.04847652973972
25,"January",-11.459783449228,3.11045971231041
26,"January",-13.1827435550275,-5.3821608759401
27,"January",-16.7112098937695,-3.18744882053451
28,"January",-13.8820494516254,-0.417550777679533
29,"January",-12.1758643595153,-6.49921274467839
30,"January",-11.9503195646221,0.71116753737809
31,"January",-14.1456748187764,3.13765214347463
