"day","month","temp_min","temp_max"
1,"January",-15.5281009749533,2.8887227102499
2,"January",-12.5736756716115,-3.26636407991555
3,"January",-9.96092766024125,1.29577215091433
4,"January",-9.99245715058864,-2.42574031702118
5,"January",-11.111113360693,-5.85078753312583
6,"January",-14.6211057303221,0.289048447116417
7,"January",-12.3545443220125,1.85055153701861
8,"January",-17.824725113463,-1.03247153659389
9,"January",-10.9914151334098,-5.72538888839669
10,"January",-13.2891994745405,-2.88922321951022
11,"January",-8.21390467476268,-1.41639844852124
12,"January",-5.29027654619385,-2.31125743954846
13,"January",-12.2348812304596,-3.14499559600907
14,"January",-12.2928868099899,-5.29688997945488
15,"January",-10.0933033879572,-0.0688174742779568
16,"January",-10.6540270450665,-1.92193294643899
17,"January",-12.1144009721795,-3.53620892360985
18,"January",-17.0972927594563,-2.2314287102034
19,"January",-17.7468382281044,-1.03756928956791
20,"January",-12.8397388091035,-1.35081950626548
21,"January",-13.0058213713122,-2.69232045566668
22,"January",-12.3067019247413,-0.499660464662009
23,"January",-7.65477211546948,-4.26618234221904
24,"January",-14.6883744432586,-0.172107217658899
25,"January",-10.9513767186314,-0.912247965015853
26,"January",-8.37338306798636,5.66346727443405
27,"January",-16.1937423985156,0.738882141745957
28,"January",-17.3386502708056,-5.79409081287059
29,"January",-7.51888952156137,-1.89730356064838
30,"January",-13.1970446112263,-4.84589353391391
31,"January",-8.05502067071686,-1.97073540259277
