"day","month","temp_min","temp_max"
1,"January",-12.3773131048993,2.74597762456756
2,"January",-9.57788071240616,-3.52082203099038
3,"January",-10.874391901901,-0.511212823061711
4,"January",-9.50433771186311,-0.539182405146443
5,"January",-13.6135243591861,-1.64881309287793
6,"January",-15.9804995466057,-3.46515297592036
7,"January",-14.7613198957645,0.160060483416064
8,"January",-14.137041626935,-5.07072760473184
9,"January",-11.0346761866375,-1.77294498628614
10,"January",-15.3633170808361,-5.20256620521667
11,"January",-10.0776088099589,3.93661800607287
12,"January",-10.3581080869285,-1.28250732651259
13,"January",-11.2858308042233,-0.0658583395521863
14,"January",-11.5733188186531,-4.32091455363502
15,"January",-16.6167416573128,-1.38482346606753
16,"January",-13.2000937164263,-3.27060528354891
17,"January",-12.0752083220829,-1.28670275772309
18,"January",-14.4871847250602,-7.3334162236159
19,"January",-10.3062833554697,-4.89591739672571
20,"January",-10.729433808129,-0.531084979012367
21,"January",-8.59373083860735,-1.17457076392041
22,"January",-16.0854188593276,-4.03130951411578
23,"January",-12.828870515914,-4.78429735600523
24,"January",-11.1549957453737,-1.03742065760976
25,"January",-17.6415726996654,-1.92904147848543
26,"January",-17.3011683266371,-7.48133961748898
27,"January",-6.51546702556858,0.136572998306341
28,"January",-13.6530716956971,-2.65331868016934
29,"January",-7.22073374214417,-3.68310181470293
30,"January",-12.7965646426654,-3.19390423628523
31,"January",-14.1690635345828,-6.24666662935914
