"day","month","temp_min","temp_max"
1,"January",-10.9767416580647,-0.12044242133827
2,"January",-10.9075398897606,-3.20120453997625
3,"January",-15.1455523884734,-0.202106141419142
4,"January",-9.1392847291159,-1.35358781942233
5,"January",-10.7091656433733,-3.30379627438062
6,"January",-12.7431722474624,4.73264823136515
7,"January",-13.9505119983788,2.16698979514673
8,"January",-9.51275652812598,0.128628772306763
9,"January",-9.98788630573117,4.07362695344718
10,"January",-12.7371028277516,-5.44085360901171
11,"January",-13.6995209694774,3.02701721245264
12,"January",-8.63251077730699,1.90800486256216
13,"January",-13.3806112822356,-4.70075861682876
14,"January",-10.1109747027388,0.413144949897923
15,"January",-10.347960325336,-0.976097598930586
16,"January",-9.76499019118709,-6.26897446404357
17,"January",-13.2616825301311,-1.45892804935409
18,"January",-10.7145011772521,-1.10827884205618
19,"January",-10.8602851262085,-1.55213282307766
20,"January",-10.232552967818,-2.13801233416943
21,"January",-14.0682496879696,-3.17574091037891
22,"January",-12.0778320315487,-2.59729233471451
23,"January",-8.89245418201426,-3.76654187015642
24,"January",-8.10183131211862,1.94642909807819
25,"January",-11.9711715297419,-0.12384074012608
26,"January",-19.6313055284852,-1.35131122366619
27,"January",-9.69774966584222,4.33202098663599
28,"January",-17.688754842924,3.52011893625791
29,"January",-13.5212553164384,0.821607763065816
30,"January",-9.9950777827294,-4.50455861912689
31,"January",-8.61806437055463,-2.88059171689222
